2024-11-19 17:01:03 [Catalina-utility-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'RequestServlet'
2024-11-19 17:01:07 [Catalina-utility-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 3958 ms
2024-11-19 17:01:12 [http-nio-8080-exec-127] INFO  com.task.Controller.UserController - User requesting Home page!
2024-11-19 17:01:13 [http-nio-8080-exec-131] INFO  com.task.Controller.UserController - User requesting Home page!
2024-11-19 17:01:21 [http-nio-8080-exec-128] INFO  com.task.Controller.UserController - User requesting Home page!
2024-11-19 17:02:14 [http-nio-8080-exec-135] INFO  com.task.Controller.UserController - Attempting to authenticate user with the mail Id :Harish@gmail.com
2024-11-19 17:02:14 [http-nio-8080-exec-135] INFO  com.task.Service.UserService - Attempting authentication for user with emailId: Harish@gmail.com
2024-11-19 17:02:14 [http-nio-8080-exec-135] INFO  com.task.Service.UserService - Checking user with emailId: Harish@gmail.com
2024-11-19 17:02:15 [http-nio-8080-exec-135] WARN  org.hibernate.orm.deprecation - HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2024-11-19 17:02:15 [http-nio-8080-exec-135] WARN  com.task.Service.UserService - Authentication failed for user with emailId: Harish@gmail.com
2024-11-19 17:02:15 [http-nio-8080-exec-135] WARN  com.task.Controller.UserController - Authentication failed for user with Email Id:Harish@gmail.com
2024-11-19 17:02:15 [http-nio-8080-exec-135] INFO  com.task.Controller.UserController - Redirecting user to /
2024-11-19 17:02:15 [http-nio-8080-exec-136] INFO  com.task.Controller.UserController - User requesting Home page!
2024-11-19 17:02:22 [http-nio-8080-exec-133] INFO  com.task.Controller.UserController - Attempting to authenticate user with the mail Id :Kavya@gmail.com
2024-11-19 17:02:22 [http-nio-8080-exec-133] INFO  com.task.Service.UserService - Attempting authentication for user with emailId: Kavya@gmail.com
2024-11-19 17:02:22 [http-nio-8080-exec-133] INFO  com.task.Service.UserService - Checking user with emailId: Kavya@gmail.com
2024-11-19 17:02:22 [http-nio-8080-exec-133] WARN  org.hibernate.orm.deprecation - HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2024-11-19 17:02:23 [http-nio-8080-exec-133] INFO  com.task.Service.UserService - Updating credentials for user with emailId: Kavya@gmail.com
2024-11-19 17:02:23 [http-nio-8080-exec-133] INFO  com.task.Repository.UserRepository - Successfully saved login information: Login{id=173, loginDate=2024-11-19T17:02:23.125119400}
2024-11-19 17:02:23 [http-nio-8080-exec-133] INFO  com.task.Service.UserService - Credentials updated for user with emailId: Kavya@gmail.com
2024-11-19 17:02:23 [http-nio-8080-exec-133] INFO  com.task.Service.UserService - User with emailId: Kavya@gmail.com authenticated successfully
2024-11-19 17:02:23 [http-nio-8080-exec-133] INFO  com.task.Controller.UserController - User authenticated succesfully: Kavya@gmail.com
2024-11-19 17:02:23 [http-nio-8080-exec-133] INFO  com.task.Controller.UserController - Redirecting user to /users
2024-11-19 17:02:23 [http-nio-8080-exec-137] INFO  com.task.Service.UserService - Preparing user page for page number: 1 with page size: 10
2024-11-19 17:02:23 [http-nio-8080-exec-137] WARN  org.hibernate.orm.deprecation - HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2024-11-19 17:02:23 [http-nio-8080-exec-137] WARN  org.hibernate.orm.deprecation - HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2024-11-19 17:02:23 [http-nio-8080-exec-137] INFO  com.task.Service.UserService - User page prepared with total users: 11 and total pages: 2
2024-11-19 17:02:23 [http-nio-8080-exec-137] INFO  com.task.Controller.UserController - Redirecting User to Home page succesfully!
2024-11-19 17:02:36 [http-nio-8080-exec-138] INFO  com.task.Controller.UserController - Request to view info for user with ID: 2 (Page: 1, Page Size: 10)
2024-11-19 17:02:36 [http-nio-8080-exec-138] INFO  com.task.Service.UserService - Preparing login info page for userId: 2 (Page: 1, Size: 10)
2024-11-19 17:02:36 [http-nio-8080-exec-138] INFO  com.task.Repository.UserRepository - Trying to get login Info
2024-11-19 17:02:36 [http-nio-8080-exec-138] WARN  org.hibernate.orm.deprecation - HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2024-11-19 17:02:36 [http-nio-8080-exec-138] INFO  com.task.Repository.UserRepository - Fetched Login info successfully for user:2
2024-11-19 17:02:36 [http-nio-8080-exec-138] INFO  com.task.Repository.UserRepository - Attempting to fetch Login Counts of user with ID:
2024-11-19 17:02:36 [http-nio-8080-exec-138] WARN  org.hibernate.orm.deprecation - HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2024-11-19 17:02:36 [http-nio-8080-exec-138] INFO  com.task.Service.UserService - Login info page prepared for userId: 2 with total logins: 4 and total pages: 1
2024-11-19 17:02:36 [http-nio-8080-exec-138] INFO  com.task.Controller.UserController - Returning LoginInfo page for user with ID: 2
2024-11-19 17:02:42 [http-nio-8080-exec-130] INFO  com.task.Controller.UserController - Request to view info for user with ID: 2 (Page: 1, Page Size: 10)
